"","rowid","blockType","diceIndices_1","diceIndices_2","block","trialIndex","allTrialIndex","key","R","startSqueezyAcquisition","stateTime","state","diceWeights_1","diceWeights_2","diceWeights_3","diceWeights_4","criteria_1","criteria_2","criteria_3","criteria_4","criteria_5","bank","purse_1","purse_2","diceRollTime","break.","chosenDice","startDice","chosenDiceLocation","endDice","chosenWinProbs_1","chosenWinProbs_2","unchosenDice","rand_1","rand_2","winnings_1","winnings_2","randRwd","allowedWinnings_1","allowedWinnings_2","totalWin","isPurseFull_1","isPurseFull_2","winCurrency","isWinPurseFull","startReward","endReward","isPurseFullAfterReward_1","isPurseFullAfterReward_2","meanRecentChoice","moveToBank","goToNextState","recentPreference_1","recentPreference_2","startITI","startScan","subject_nr","stateName","correctDice","correct","chosen_dev"
"1223",1226,1,2,1,1,226,226,0,1,501315.249412587,4,4,0,0,0,0,0,0,8,0,2,100,5,1,2.97111802789101,0,1,501315.615927702,2,501316.140399815,0,0,1,0.886938179400406,0.852580620690707,0,0,0.115296257360052,0,0,0,1,0,0,0,501319.185533405,501319.734412732,1,0,1.55555555555556,0,0,0,0,501319.735819384,500484.868744325,"04","extinction",2,0,1.61811604621745e-09
"1224",1227,1,2,1,1,227,227,0,1,501320.092564006,5,4,0,0,0,0,0,0,8,0,2,100,5,1,2.38620256478499,0,2,501320.45313798,1,501321.483084261,0,0,0,0.584268854867775,0.339461174879655,0,0,0.910934730060618,0,0,0,1,0,0,0,501323.939323817,501324.470535481,1,0,1.44444444444444,0,0,0,0,501324.471958131,500484.868744325,"04","extinction",2,1,6.75530166471677e-10
"1225",1228,1,2,1,1,228,228,0,1,501324.755806512,6,4,0,0,0,0,0,0,8,0,2,100,5,1,0.668189610680492,0,2,501325.106922114,1,501325.40325015,0,0,0,0.486970254708094,0.329117610903503,0,0,0.349907441725535,0,0,0,1,0,0,0,501326.141001717,501326.669884256,1,0,1.44444444444444,0,0,0,0,501326.671425837,500484.868744325,"04","extinction",2,1,0.165731033544491
"1226",1229,1,2,1,1,229,229,0,1,501326.957366386,7,4,0,0,0,0,0,0,8,0,2,100,5,1,0.700918914998631,0,1,501327.308787466,2,501327.915376934,0,0,1,0.0371314225707506,0.717563884101316,0,0,0.00883769661949774,0,0,0,1,0,0,0,501328.693074385,501329.226223364,1,0,1.55555555555556,0,0,0,0,501329.227612206,500484.868744325,"04","extinction",2,0,2.8579009657679e-10
"1227",1230,1,2,1,1,230,230,0,1,501329.514294416,8,4,0,0,0,0,0,0,8,0,2,100,5,1,1.39827993825139,0,2,501329.87743568,1,501330.219522753,0,0,0,0.694190638853152,0.111133042814276,0,0,0.684663902113852,0,0,0,1,0,0,0,501331.69546207,501332.225301192,1,0,1.55555555555556,0,1,0,0,501332.226963516,500484.868744325,"04","extinction",2,1,1.22344895226376e-10
"1228",1231,1,2,1,1,231,231,0,1,501332.512028983,1,5,0.85,0,0,0.85,0,2,20,1,2,100,5,2,1.04745250890811,0,2,501332.863123455,1,501333.131714799,0,0.85,0,0.351659935114338,0.548689753196091,0,1,0.08983126768003,0,1,1,1,0,2,0,501334.264261816,501334.796153261,1,0,1.66666666666667,0,0,0,0,501334.796891602,500484.868744325,"04","reinstatement",2,1,5.29275865079892e-11
"1229",1232,1,2,1,1,232,232,0,1,501335.246387079,2,5,0.85,0,0,0.85,0,2,20,1,2,100,5,3,1.69338700820067,0,2,501335.615453787,1,501336.10663052,0,0.85,0,0.747458090048944,0.182024401772565,0,1,0.559561201516218,0,1,1,1,0,2,0,501337.867209988,501338.396961572,1,0,1.77777777777778,0,0,0,1,501338.397709875,500484.868744325,"04","reinstatement",2,1,2.31103721715087e-11
"1230",1233,1,2,1,1,233,233,0,1,501338.83546434,3,5,0.85,0,0,0.85,0,2,20,1,2,100,5,3,2.89526035994479,0,2,501339.201556855,1,501339.5149096,0,0.85,0,0.764680680567461,0.176641947185502,1,0,0.90186648843309,0,0,1,1,0,1,1,501342.447355616,501342.500284349,1,0,1.77777777777778,0,0,0,1,501343.265270017,500484.868744325,"04","reinstatement",2,1,0.00734464994800294
"1231",1234,1,1,2,1,234,234,0,1,501343.715542472,4,5,0.85,0,0,0.85,0,2,20,1,2,100,5,3,1.24128434787645,0,1,501344.072244231,1,501344.539141435,0.85,0,1,0.84929173659746,0.903423906078251,1,0,0.555043736454603,0,0,1,1,0,1,1,501345.814053656,501345.867004122,1,0,1.77777777777778,0,0,0,1,501346.629170752,500484.868744325,"04","reinstatement",2,0,0.133314325335354
"1232",1235,1,1,2,1,235,235,0,1,501347.075799497,5,5,0.85,0,0,0.85,0,2,20,1,2,100,5,4,1.04393418142444,0,2,501347.441490242,2,501347.739363783,0,0.85,0,0.0774998166161693,0.540355459009571,0,1,0.353126010700588,0,1,1,1,0,2,0,501348.859308893,501349.396360878,1,0,1.66666666666667,0,0,0,0,501349.397114312,500484.868744325,"04","reinstatement",2,1,0.0255212957273712
"1233",1236,1,2,1,1,236,236,0,1,501349.849830598,6,5,0.85,0,0,0.85,0,2,20,1,2,105,5,0,1.31804150477332,0,2,501350.210384348,1,501350.60348759,0,0.85,0,0.993585193169711,0.329573667286067,0,1,0.02231323910149,0,1,1,1,0,2,0,501351.995175729,501352.525356553,1,1,1.77777777777778,2,0,0,1,501353.907287179,500484.868744325,"04","reinstatement",2,1,0.00555482733588535
"1234",1237,1,1,2,1,237,237,0,1,501354.418504772,7,5,0.85,0,0,0.85,0,2,20,1,2,105,5,1,1.25280559380447,0,2,501354.76416824,2,501355.674566957,0,0.85,0,0.811485855039581,0.528253339323984,0,1,0.677679607221199,0,1,1,1,0,2,0,501356.999255018,501357.532797015,1,0,1.77777777777778,0,0,0,1,501357.533551052,500484.868744325,"04","reinstatement",2,1,0.00133905737289985
"1235",1238,1,2,1,1,238,238,0,1,501357.979661812,8,5,0.85,0,0,0.85,0,2,20,1,2,105,5,1,2.86095581235159,0,2,501358.317001888,1,501358.698836826,0,0.85,0,0.0954987744214888,0.116540954637241,1,0,0.973094534005682,0,0,1,1,0,1,1,501361.595098393,501361.643568403,1,0,1.77777777777778,0,0,0,1,501362.408292059,500484.868744325,"04","reinstatement",2,1,0.133804051769168
"1236",1239,1,1,2,1,239,239,0,1,501362.860374447,9,5,0.85,0,0,0.85,0,2,20,1,2,105,5,2,1.32343793174381,0,1,501363.220850318,1,501363.53121257,0.85,0,1,0.313362145833263,0.54615288651491,0,1,0.884623917400308,0,1,1,1,0,2,0,501364.922290355,501365.454154331,1,0,1.88888888888889,0,0,0,1,501365.4548972,500484.868744325,"04","reinstatement",2,0,0.0256626794106104
"1237",1240,1,2,1,1,240,240,0,1,501365.905441628,10,5,0.85,0,0,0.85,0,2,20,1,2,105,5,3,1.44706614289829,0,1,501366.256749512,2,501366.619086329,0.85,0,1,0.17015446099176,0.465857012750966,0,1,0.960401141487257,0,1,1,1,0,2,0,501368.124868089,501368.662449228,1,0,1.77777777777778,0,0,0,1,501368.663186965,500484.868744325,"04","reinstatement",2,0,0.00559814852252872
"1238",1241,1,1,2,1,241,241,0,1,501369.104001652,11,5,0.85,0,0,0.85,0,2,20,1,2,105,5,3,1.4175112863454,0,1,501369.442627637,1,501369.819316826,0.85,0,1,0.0948570985633009,0.730223315406664,1,0,0.0831997868557703,0,0,1,1,0,1,1,501371.277233195,501371.31622491,1,0,1.66666666666667,0,0,0,0,501372.064880139,500484.868744325,"04","reinstatement",2,0,0.133413451066808
"1239",1242,1,1,2,1,242,242,0,1,501372.513978071,12,5,0.85,0,0,0.85,0,2,20,1,2,105,5,4,1.03516213108181,0,2,501372.878738795,2,501373.194266114,0,0.85,0,0.496021571078597,0.741566368889182,0,1,0.390179904211045,0,1,1,1,0,2,0,501374.296428252,501374.837403466,1,0,1.55555555555556,0,0,0,0,501374.838124602,500484.868744325,"04","reinstatement",2,1,0.0255510292924666
"1240",1243,1,1,2,1,243,243,0,1,501375.277697149,13,5,0.85,0,0,0.85,0,2,20,1,2,105,5,4,2.40866208289765,0,2,501375.630944461,2,501375.946475402,0,0.85,0,0.130926781988005,0.920371230906995,0,0,0.268075505543617,0,0,0,1,0,0,0,501378.416495011,501378.969546298,1,0,1.55555555555556,0,0,0,0,501378.971038073,500484.868744325,"04","reinstatement",2,1,0.0055642289785619
"1241",1244,1,1,2,1,244,244,0,1,501379.257391863,14,5,0.85,0,0,0.85,0,2,20,1,2,110,5,0,2.34928334383898,0,2,501379.617381745,2,501379.978976296,0,0.85,0,0.58032407294622,0.599572603037405,0,1,0.467279184190181,0,1,1,1,0,2,0,501382.402874942,501382.931830832,1,1,1.66666666666667,2,0,0,0,501384.315324472,500484.868744325,"04","reinstatement",2,1,0.00134216806634687
"1242",1245,1,1,2,1,245,245,0,1,501384.832238701,15,5,0.85,0,0,0.85,0,2,20,1,2,110,5,1,0.530627941639912,0,2,501385.188458394,2,501386.507237916,0,0.85,0,0.570744386249716,0.757935224092908,0,1,0.76903760262571,0,1,1,1,0,2,0,501387.123449061,501387.654245371,1,0,1.66666666666667,0,0,0,0,501387.65495896,500484.868744325,"04","reinstatement",2,1,0.00035250560081376
"1243",1246,1,1,2,1,246,246,0,1,501388.102027208,16,5,0.85,0,0,0.85,0,2,20,1,2,110,5,1,0.530248936096944,0,2,501388.457827019,2,501388.762095392,0,0.85,0,0.891620296185562,0.150974189691699,1,0,0.86661180842864,0,0,1,1,0,1,1,501389.338553842,501389.388753188,1,0,1.66666666666667,0,0,0,0,501390.131214019,500484.868744325,"04","reinstatement",2,1,0.133670463446333
"1244",1247,1,1,2,1,247,247,0,1,501390.56733876,17,5,0.85,0,0,0.85,0,2,20,1,2,110,5,1,2.4592603433447,0,1,501390.926449334,1,501391.386064853,0.85,0,1,0.990964659905829,0.800774879974983,0,0,0.0462259078709525,0,0,0,1,0,0,0,501393.912118393,501394.440003296,1,0,1.66666666666667,0,0,0,0,501394.441397874,500484.868744325,"04","reinstatement",2,0,0.0256220658958179
"1245",1248,1,1,2,1,248,248,0,1,501394.728098497,18,5,0.85,0,0,0.85,0,2,20,1,2,110,5,1,2.11262347625789,0,1,501395.079783702,1,501395.402402537,0.85,0,1,0.334072811702835,0.844404404325546,1,0,0.206938110466634,0,0,1,1,0,1,1,501397.559690017,501397.612794129,1,0,1.55555555555556,0,0,0,0,501398.381312726,500484.868744325,"04","reinstatement",2,0,0.133344198742633
"1246",1249,1,2,1,1,249,249,0,1,501398.831379013,19,5,0.85,0,0,0.85,0,2,20,1,2,110,5,2,1.90772765500298,0,2,501399.166487465,1,501399.770622235,0,0.85,0,0.164571630378488,0.00867901305427365,0,1,0.718268145108985,0,1,1,1,0,2,0,501401.751879057,501402.303415326,1,0,1.55555555555556,0,0,0,0,501402.30413314,500484.868744325,"04","reinstatement",2,1,0.0255307500604816
"1247",1250,1,1,2,1,250,250,0,1,501402.736184026,20,5,0.85,0,0,0.85,0,2,20,1,2,115,0,3,2.05919406705073,0,2,501403.069638907,2,501403.402763255,0,0.85,0,0.305783938373475,0.559824172082833,0,1,0.292988258094236,0,1,1,1,0,2,0,501405.521440568,501406.049215897,1,0,1.66666666666667,1,1,0,0,501407.435497484,500484.868744325,"04","reinstatement",2,1,0
"1248",1251,1,1,2,1,1,1,0,1,501453.469685453,1,1,0.15,0,0,0.85,0,2,20,0,3,0,0,0,1.0821654167643,0,1,501453.82712676,1,501454.61877602,0.15,0,1,0.944184326414943,0.161306079104499,0,0,0.631599507470732,0,0,0,0,0,0,0,501455.778593059,501456.307444507,0,0,NA,0,0,0,0,501456.315871134,501453.385890078,"04","learning",2,0,0
"1249",1252,1,2,1,1,2,2,0,1,501456.597082194,2,1,0.15,0,0,0.85,0,2,20,0,3,0,0,1,0.935554082780518,0,2,501456.946550565,1,501457.898250198,0,0.85,0,0.730424608242399,0.699964621409065,0,1,0.23120737541737,0,1,1,0,0,2,0,501458.914599654,501459.445264656,0,0,1,0,0,1,0,501459.44904722,501453.385890078,"04","learning",2,1,0
"1250",1253,1,2,1,1,3,3,0,1,501459.892844249,3,1,0.15,0,0,0.85,0,2,20,0,3,0,0,2,1.31874971545752,0,2,501460.232518884,1,501460.601408402,0,0.85,0,0.999898335157239,0.184225266655551,0,1,0.138925430440489,0,1,1,0,0,2,0,501462.000428636,501462.532097613,0,0,1.5,0,0,0,0,501462.534947139,501453.385890078,"04","learning",2,1,0
"1251",1254,1,1,2,1,4,4,0,1,501462.970997322,4,1,0.15,0,0,0.85,0,2,20,0,3,0,0,3,1.52739677283079,0,2,501463.318406729,2,501463.673563586,0,0.85,0,0.0876070559779963,0.361514507306736,0,1,0.266313792211624,0,1,1,0,0,2,0,501465.269693422,501465.802045501,0,0,1.66666666666667,0,0,0,0,501465.803376386,501453.385890078,"04","learning",2,1,0
"1252",1255,1,2,1,1,5,5,0,1,501466.234634597,5,1,0.15,0,0,0.85,0,2,20,0,3,0,1,3,0.894231532378605,0,2,501466.604542277,1,501466.954068302,0,0.85,0,0.854715870400806,0.387295899411971,1,0,0.890062607832377,1,0,1,0,0,1,0,501467.938474091,501468.468933227,0,0,1.75,0,0,0,1,501468.474274277,501453.385890078,"04","learning",2,1,0
"1253",1256,1,2,1,1,6,6,0,1,501468.907722456,6,1,0.15,0,0,0.85,0,2,20,0,3,0,1,4,1.31456152274871,0,2,501469.256127386,1,501470.44163634,0,0.85,0,0.99451871195118,0.164634521551722,0,1,0.795742395126608,0,1,1,0,0,2,0,501471.841501169,501472.37244086,0,0,1.8,0,0,0,1,501472.37392358,501453.385890078,"04","learning",2,1,0
"1254",1257,1,1,2,1,7,7,0,1,501472.812159506,7,1,0.15,0,0,0.85,0,2,20,0,3,5,1,0,1.07909256284724,0,2,501473.159243209,2,501473.961827524,0,0.85,0,0.355880964230329,0.245370306450275,0,1,0.703754803818136,0,1,1,0,0,2,0,501475.110804291,501475.641915437,0,1,1.83333333333333,2,0,0,1,501477.041857239,501453.385890078,"04","learning",2,1,0
"1255",1258,1,2,1,1,8,8,0,1,501477.549907753,8,1,0.15,0,0,0.85,0,2,20,0,3,5,1,0,1.35931979081503,0,2,501477.912962988,1,501478.248994214,0,0.85,0,0.418610527149119,0.930555531094407,0,0,0.127095032066602,0,0,0,0,0,0,0,501479.681036044,501480.210627946,0,0,1.85714285714286,0,0,0,1,501480.212088328,501453.385890078,"04","learning",2,1,0
"1256",1259,1,2,1,1,9,9,0,1,501480.538598697,9,1,0.15,0,0,0.85,0,2,20,0,3,5,1,0,1.02304864097305,0,1,501480.898825838,2,501481.22515117,0.15,0,1,0.999142865929892,0.916398787094235,0,0,0.301325280174568,0,0,0,0,0,0,0,501482.316546387,501482.845394213,0,0,1.875,0,1,0,1,501482.848636454,501453.385890078,"04","learning",2,0,0
"1257",1260,1,1,2,1,10,10,0,1,501483.128350608,1,2,0.85,0,0,0.15,0,1,20,0,3,5,2,0,1.02498900083722,0,1,501483.48424822,1,501484.649286472,0.85,0,1,0.44034878680305,0.530247573399142,1,0,0.25329796548844,1,0,1,0,0,1,0,501485.736009553,501486.264698602,0,0,1.77777777777778,0,0,0,1,501486.265423964,501453.385890078,"04","learning",1,1,0
"1258",1261,1,2,1,1,11,11,0,1,501486.709094817,2,2,0.85,0,0,0.15,0,1,20,0,3,5,3,0,0.963098633994499,0,1,501487.053773327,2,501487.465594995,0.85,0,1,0.150376434232381,0.280907508760176,1,0,0.250839591488248,1,0,1,0,0,1,0,501488.488244197,501489.04158436,0,0,1.77777777777778,0,0,0,1,501489.042319381,501453.385890078,"04","learning",1,1,0
"1259",1262,1,2,1,1,12,12,0,1,501489.481741,3,2,0.85,0,0,0.15,0,1,20,0,3,5,4,0,0.94412111893438,0,1,501489.822661699,2,501490.153574947,0.85,0,1,0.603977349005052,0.980270663469404,1,0,0.12518607083059,1,0,1,0,0,1,0,501491.157020036,501491.690137924,0,0,1.66666666666667,0,0,0,0,501491.690883812,501453.385890078,"04","learning",1,1,0
"1260",1263,1,2,1,1,13,13,0,1,501492.1319427,4,2,0.85,0,0,0.15,0,1,20,0,3,10,0,0,2.80976787513351,0,1,501492.474795281,2,501492.905509546,0.85,0,1,0.354647980650079,0.313074942253042,1,0,0.0298386866146282,1,0,1,0,0,1,0,501495.77740314,501496.311080972,1,0,1.55555555555556,1,0,0,0,501497.70594917,501453.385890078,"04","learning",1,1,0
"1261",1264,1,2,1,1,14,14,0,1,501498.21293081,5,2,0.85,0,0,0.15,0,1,20,0,3,10,0,1,2.3822044508219,0,2,501498.562912336,1,501498.80887259,0,0.15,0,0.207519269422089,0.0799515899420337,0,1,0.431666387657346,0,1,1,0,0,2,0,501501.265115164,501501.795549548,0,0,1.44444444444444,0,0,0,0,501501.79629453,501453.385890078,"04","learning",1,0,0
"1262",1265,1,2,1,1,15,15,0,1,501502.226822851,6,2,0.85,0,0,0.15,0,1,20,0,3,10,0,1,1.11624811893757,0,2,501502.582772081,1,501502.936963299,0,0.15,0,0.586903034737172,0.519963785250288,0,0,0.581598806958287,0,0,0,0,0,0,0,501504.133989891,501504.661738959,0,0,1.44444444444444,0,0,0,0,501504.663157685,501453.385890078,"04","learning",1,0,0
"1263",1266,1,1,2,1,16,16,0,1,501504.940830685,7,2,0.85,0,0,0.15,0,1,20,0,3,10,0,1,3.05888151332725,0,2,501505.30161777,2,501506.265196062,0,0.15,0,0.417574678999406,0.819235341577413,0,0,0.342111499207491,0,0,0,0,0,0,0,501509.388240031,501509.922081168,0,0,1.44444444444444,0,0,0,0,501509.923491744,501453.385890078,"04","learning",1,0,0
"1264",1267,1,1,2,1,17,17,0,1,501510.203283475,8,2,0.85,0,0,0.15,0,1,20,0,3,10,0,1,1.30220365859747,0,2,501510.555862778,2,501510.888686779,0,0.15,0,0.273259376473269,0.78965722355511,0,0,0.865587659825417,0,0,0,0,0,0,0,501512.273921527,501512.804026887,0,0,1.44444444444444,0,0,0,0,501512.805413616,501453.385890078,"04","learning",1,0,0
"1265",1268,1,2,1,1,18,18,0,1,501513.083990978,9,2,0.85,0,0,0.15,0,1,20,0,3,10,0,2,2.45814495516875,0,2,501513.441492656,1,501514.696547848,0,0.15,0,0.0686281712431863,0.0269297374696732,0,1,0.584006454523977,0,1,1,0,0,2,0,501517.227971114,501517.760257085,0,0,1.44444444444444,0,0,0,0,501517.761075418,501453.385890078,"04","learning",1,0,0
"1266",1269,1,1,2,1,19,19,0,1,501518.195638656,10,2,0.85,0,0,0.15,0,1,20,0,3,10,0,2,1.02459610801674,0,2,501518.545660027,2,501519.048754057,0,0.15,0,0.130150684041869,0.933275600660955,0,0,0.590401610381347,0,0,0,0,0,0,0,501520.146998701,501520.675368084,0,0,1.55555555555556,0,0,0,0,501520.676855029,501453.385890078,"04","learning",1,0,0
"1267",1270,1,1,2,1,20,20,0,1,501520.957937801,11,2,0.85,0,0,0.15,0,1,20,0,3,10,1,2,1.52363396038664,0,1,501521.31458764,1,501521.576923007,0.85,0,1,0.545746877076711,0.539287070666871,1,0,0.702592358302775,1,0,1,0,0,1,0,501523.166063054,501523.699886683,0,0,1.66666666666667,0,0,0,0,501523.700701394,501453.385890078,"04","learning",1,1,0
"1268",1271,1,1,2,1,21,21,0,1,501524.139397953,12,2,0.85,0,0,0.15,0,1,20,0,3,10,2,2,0.786024379571901,0,1,501524.500393017,1,501525.128920815,0.85,0,1,0.47689917970946,0.212441345142369,1,0,0.11572462655609,1,0,1,0,0,1,0,501525.985004975,501526.520677777,0,0,1.66666666666667,0,0,0,0,501526.521778044,501453.385890078,"04","learning",1,1,0
"1269",1272,1,1,2,1,22,22,0,1,501526.965374942,13,2,0.85,0,0,0.15,0,1,20,0,3,10,3,2,1.22132937949125,0,1,501527.336059601,1,501527.849090748,0.85,0,1,0.604856954471447,0.663635927693356,1,0,0.405531784156088,1,0,1,0,0,1,0,501529.137520406,501529.673976827,0,0,1.66666666666667,0,0,0,0,501529.67471879,501453.385890078,"04","learning",1,1,0
"1270",1273,1,2,1,1,23,23,0,1,501530.101845491,14,2,0.85,0,0,0.15,0,1,20,0,3,10,4,2,2.05740981522005,0,2,501530.471878139,1,501531.400202002,0,0.15,0,0.601629830955502,0.0187859391717695,1,0,0.850384901388841,1,0,1,0,0,1,0,501533.524417779,501534.058349774,0,0,1.66666666666667,0,0,0,0,501534.059098681,501453.385890078,"04","learning",1,0,0
"1271",1274,1,2,1,1,24,24,0,1,501534.504775974,15,2,0.85,0,0,0.15,0,1,20,0,3,10,4,3,1.15942538583588,0,2,501534.875523419,1,501535.528512463,0,0.15,0,0.050997175954027,0.106396701159641,0,1,0.435246667781465,0,1,1,0,0,2,0,501536.760287875,501537.291874143,0,0,1.66666666666667,0,0,0,0,501537.292626369,501453.385890078,"04","learning",1,0,0
"1272",1275,1,1,2,1,25,25,0,1,501537.730885237,16,2,0.85,0,0,0.15,0,1,20,0,3,15,0,3,1.10735288805763,0,1,501538.094757295,1,501539.624515218,0.85,0,1,0.760058540494424,0.469580212644376,1,0,0.170273130352443,1,0,1,0,0,1,0,501540.79684572,501541.334104778,1,0,1.66666666666667,1,0,0,0,501542.74387684,501453.385890078,"04","learning",1,1,0
"1273",1276,1,1,2,1,26,26,0,1,501543.258525938,17,2,0.85,0,0,0.15,0,1,20,0,3,15,0,3,1.04363482439659,0,2,501543.599203642,2,501544.200877678,0,0.15,0,0.0253714196697735,0.155853129032347,0,0,0.751845008510331,0,0,0,0,0,0,0,501545.317158854,501545.845032287,0,0,1.55555555555556,0,0,0,0,501545.846445277,501453.385890078,"04","learning",1,0,0
"1274",1277,1,2,1,1,27,27,0,1,501546.124425567,18,2,0.85,0,0,0.15,0,1,20,0,3,15,0,3,1.85751594411644,0,2,501546.484847405,1,501546.728010053,0,0.15,0,0.971858502528545,0.159339949918283,0,0,0.819963388213353,0,0,0,0,0,0,0,501548.653099523,501549.183084443,0,0,1.55555555555556,0,0,0,0,501549.184520072,501453.385890078,"04","learning",1,0,0
"1275",1278,1,1,2,1,28,28,0,1,501549.461043301,19,2,0.85,0,0,0.15,0,1,20,0,3,15,1,3,2.31463760996404,0,1,501549.820712007,1,501550.328110813,0.85,0,1,0.584200704820589,0.302634371550578,1,0,0.1238311113722,1,0,1,0,0,1,0,501552.723152578,501553.253395886,0,0,1.55555555555556,0,0,0,0,501553.254151433,501453.385890078,"04","learning",1,1,0
"1276",1279,1,1,2,1,29,29,0,1,501553.6889634,20,2,0.85,0,0,0.15,0,1,20,0,3,15,2,3,1.44572905607427,0,1,501554.057472277,1,501554.408318019,0.85,0,1,0.0276496025101786,0.171689840924957,1,0,0.0274168344513588,1,0,1,0,0,1,0,501555.942291671,501556.4739042,0,0,1.44444444444444,0,1,0,0,501556.47524384,501453.385890078,"04","learning",1,1,0
"1277",1280,1,2,1,1,30,30,0,1,501556.910772717,1,3,0.85,0,0,0.15,1,0,0,0,2,15,3,3,0.960943568806364,0,1,501557.276892399,2,501558.104879451,0.85,0,1,0.51199222210205,0.813137484310879,1,0,0.152582382522383,1,0,1,0,0,1,0,501559.144962678,501559.674125642,0,0,1.44444444444444,0,0,0,0,501559.675227419,501453.385890078,"04","fill",1,1,0
"1278",1281,1,2,1,1,31,31,0,1,501560.116965786,2,3,0.85,0,0,0.15,1,0,0,0,2,15,4,3,2.43722583010401,0,1,501560.479297471,2,501561.112581924,0.85,0,1,0.65643122717865,0.758553068095054,1,0,0.148918641164708,1,0,1,0,0,1,0,501563.615227998,501564.145264535,0,0,1.44444444444444,0,0,0,0,501564.146045136,501453.385890078,"04","fill",1,1,0
"1279",1282,1,2,1,1,32,32,0,1,501564.581145377,3,3,0.85,0,0,0.15,1,0,0,0,2,15,5,3,0.729310558372724,0,1,501564.949555848,2,501565.671831533,0.85,0,1,0.0406619224952106,0.571920141882883,1,0,0.126673051974778,1,0,1,0,0,1,0,501566.484087934,501567.012567495,1,0,1.44444444444444,0,1,0,0,501567.014093682,501453.385890078,"04","fill",1,1,0
"1280",1283,1,2,1,1,33,33,0,1,501567.45212344,1,4,0,0,0,0,0,0,8,0,2,15,5,3,1.61567965572052,0,2,501567.818547998,1,501568.264009766,0,0,0,0.386183559449803,0.587416197393311,0,0,0.569739259112653,0,0,0,1,0,0,0,501569.953527073,501570.481723492,1,0,1.33333333333333,0,0,0,0,501570.483142218,501453.385890078,"04","extinction",2,1,1.070406178472e-06
"1281",1284,1,1,2,1,34,34,0,1,501570.760535397,2,4,0,0,0,0,0,0,8,0,2,15,5,3,2.06395329198362,0,2,501571.121191778,2,501571.464372778,0,0,0,0.741059242863963,0.868295248588615,0,0,0.526748000889439,0,0,0,1,0,0,0,501573.589888047,501574.130539973,1,0,1.33333333333333,0,0,0,0,501574.132237312,501453.385890078,"04","extinction",2,1,3.81137586639271e-07
"1282",1285,1,2,1,1,35,35,0,1,501574.410622996,3,4,0,0,0,0,0,0,8,0,2,15,5,3,1.20566789806761,0,2,501574.774210404,1,501575.416428602,0,0,0,0.647583389054249,0.401569106380677,0,0,0.716065339920562,0,0,0,1,0,0,0,501576.692353853,501577.221726305,1,0,1.44444444444444,0,0,0,0,501577.223173708,501453.385890078,"04","extinction",2,1,0.999900840445724
"1283",1286,1,1,2,1,36,36,0,1,501577.501729034,4,4,0,0,0,0,0,0,8,0,2,15,5,3,1.521286500878,0,1,501577.860094324,1,501578.632385826,0,0,1,0.658520213874567,0.0184591970406135,0,0,0.992283358110856,0,0,0,1,0,0,0,501580.228581166,501580.760948035,1,0,1.44444444444444,0,0,0,0,501580.762373401,501453.385890078,"04","extinction",2,0,1.39844783637831e-07
"1284",1287,1,1,2,1,37,37,0,1,501581.040809495,5,4,0,0,0,0,0,0,8,0,2,15,5,3,1.4855464665523,0,2,501581.396248889,2,501581.751479399,0,0,0,0.0738867287426684,0.192624672910367,0,0,0.121570241348046,0,0,0,1,0,0,0,501583.314361549,501583.850811632,1,0,1.33333333333333,0,0,0,0,501583.852216472,501453.385890078,"04","extinction",2,1,0.16619424344011
"1285",1288,1,1,2,1,38,38,0,1,501584.127541028,6,4,0,0,0,0,0,0,8,0,2,15,5,3,1.54970386744955,0,1,501584.481944753,1,501584.951705972,0,0,1,0.0698874132239574,0.938257582213079,0,0,0.854281666259057,0,0,0,1,0,0,0,501586.583593735,501587.113228501,1,0,1.44444444444444,0,0,0,0,501587.11466896,501453.385890078,"04","extinction",2,0,5.26915902330236e-08
